t,JH2_L,JH2_R,JO2_L,JO2_R,i_cross,MB_resid
19.650000000000144,-4.0581537432301315e-12,-6.703741248396285e-5,8.867671540156301e-5,5.376718412010749e-14,8.038556083855773e-7,-3.5394091315850505e-9
19.700000000000145,-4.0424063610553e-12,-6.677694406227693e-5,8.855679244657808e-5,9.6674837815826e-14,8.173766625658503e-7,-3.5272401119139894e-9
19.750000000000146,-4.02671889825457e-12,-6.651748802983586e-5,8.843724674474246e-5,1.3914850690615907e-13,8.307417868311417e-7,-3.5151440730624497e-9
19.800000000000146,-4.0110885015244155e-12,-6.625904043945372e-5,8.831807549091997e-5,1.8119009817759794e-13,8.439511664852876e-7,-3.503120124981763e-9
19.850000000000147,-3.995529437382477e-12,-6.600159735979754e-5,8.819927590678237e-5,2.2280437859637036e-13,8.570093943169897e-7,-3.4911679773225873e-9
19.900000000000148,-3.9800188794005265e-12,-6.57451548751619e-5,8.808084524058809e-5,2.639961151287043e-13,8.699139052644885e-7,-3.4792869343794938e-9
19.95000000000015,-3.964562534185621e-12,-6.548970908563158e-5,8.796278076682993e-5,3.0476740523974003e-13,8.826666100340365e-7,-3.467476500861825e-9
20.00000000000015,-3.9491832281659896e-12,-6.52352561067049e-5,8.784507978602906e-5,3.451220625024598e-13,8.95273385272122e-7,-3.455735997218764e-9
20.05000000000015,-3.9338552816098755e-12,-6.498179206950483e-5,8.772773962440557e-5,3.850639004898459e-13,9.077307473592451e-7,-3.444064899048825e-9
20.10000000000015,-3.918581547820805e-12,-6.472931312051085e-5,8.761075763363436e-5,4.24597304810828e-13,9.200409394870373e-7,-3.4324627066974374e-9
20.15000000000015,-3.903376293316425e-12,-6.447781542159605e-5,8.749413119056301e-5,4.637238008945989e-13,9.322073034010813e-7,-3.4209287644391267e-9
20.200000000000152,-3.888225251579089e-12,-6.422729514988434e-5,8.737785769697372e-5,5.024494904579305e-13,9.442294409866644e-7,-3.409462735818854e-9
20.250000000000153,-3.873134129215855e-12,-6.397774849774205e-5,8.726193457929049e-5,5.407755175727174e-13,9.561088949961805e-7,-3.398063838720277e-9
20.300000000000153,-3.8580915130126095e-12,-6.372917167262376e-5,8.71463592883259e-5,5.787081746343803e-13,9.678458915095706e-7,-3.386731696518666e-9
20.350000000000154,-3.8431259360046385e-12,-6.348156089706375e-5,8.703112929906904e-5,6.162484150361649e-13,9.7944630451951e-7,-3.3754656891316938e-9
20.400000000000155,-3.828203158549598e-12,-6.323491240864748e-5,8.691624211035755e-5,6.534004337083516e-13,9.909051457763974e-7,-3.364265341407758e-9
20.450000000000156,-3.813340300468659e-12,-6.29892224598147e-5,8.680169524469459e-5,6.901689976171684e-13,1.0022275586728164e-6,-3.3531302132149866e-9
20.500000000000156,-3.798531655154766e-12,-6.2744487317908e-5,8.668748624798492e-5,7.265542974412643e-13,1.0134125155917752e-6,-3.3420596073029628e-9
20.550000000000157,-3.783788635822033e-12,-6.250070326502719e-5,8.65736126892741e-5,7.625637696479548e-13,1.0244650889888988e-6,-3.3310531868100714e-9
20.600000000000158,-3.769096975952816e-12,-6.225786659805797e-5,8.646007216052263e-5,7.981972235585908e-13,1.035382452254007e-6,-3.3201103758352234e-9
20.65000000000016,-3.754462382154173e-12,-6.201597362845783e-5,8.634686227637418e-5,8.334611422472424e-13,1.0461682086811023e-6,-3.309230660276854e-9
20.70000000000016,-3.739887707729632e-12,-6.177502068234166e-5,8.623398067389467e-5,8.683545723206635e-13,1.0568225409202081e-6,-3.2984135450882506e-9
20.75000000000016,-3.7253615394650785e-12,-6.153500410030775e-5,8.61214250124e-5,9.028853316034683e-13,1.0673462637774392e-6,-3.2876586712629694e-9
20.80000000000016,-3.710895290574628e-12,-6.129592023747769e-5,8.600919297314317e-5,9.370551362034989e-13,1.0777422419852682e-6,-3.2769652693969385e-9
20.85000000000016,-3.696497520968866e-12,-6.105776546326526e-5,8.589728225916345e-5,9.708649395140004e-13,1.0880124953091983e-6,-3.2663331162800357e-9
20.900000000000162,-3.682133991005448e-12,-6.0820536161527696e-5,8.578569059502539e-5,1.004321415287692e-12,1.0981529921796608e-6,-3.2557617127726857e-9
20.950000000000163,-3.6678446469337765e-12,-6.0584228730317376e-5,8.567441572659309e-5,1.0374249448818723e-12,1.108171588232543e-6,-3.2452505202161443e-9
21.000000000000163,-3.653595249111506e-12,-6.034883958193326e-5,8.556345542083808e-5,1.0701806766200671e-12,1.1180636631721018e-6,-3.2347989915219953e-9
21.050000000000164,-3.639405770663338e-12,-6.011436514276674e-5,8.545280746559818e-5,1.1025901359314692e-12,1.1278336599516824e-6,-3.224406854040497e-9
21.100000000000165,-3.6252762115892724e-12,-5.988080185337874e-5,8.534246966938842e-5,1.1346573270677102e-12,1.1374831239774923e-6,-3.214073553879865e-9
21.150000000000166,-3.6111923053716663e-12,-5.964814616824002e-5,8.523243986116308e-5,1.166385491565825e-12,1.1470105532732425e-6,-3.2037985103143107e-9
21.200000000000166,-3.5971683185281623e-12,-5.941639455587389e-5,8.512271589013102e-5,1.1977776802841994e-12,1.1564198783106889e-6,-3.19358161172522e-9
21.250000000000167,-3.583204251058761e-12,-5.918554349865069e-5,8.501329562553772e-5,1.2288359906879736e-12,1.1657119085883213e-6,-3.1834219594716225e-9
21.300000000000168,-3.5692858364458185e-12,-5.895558949279645e-5,8.490417695644692e-5,1.2595651897433757e-12,1.1748857308560245e-6,-3.17331950218944e-9
21.35000000000017,-3.5554273412069784e-12,-5.8726529048318636e-5,8.47953577915959e-5,1.289965849486353e-12,1.1839443189055225e-6,-3.163273609957211e-9
21.40000000000017,-3.541625912038712e-12,-5.84983586889377e-5,8.46868360591147e-5,1.3200429275617822e-12,1.192889035492999e-6,-3.153283898262634e-9
21.45000000000017,-3.527867282423376e-12,-5.8271074952041405e-5,8.457860970638884e-5,1.3497981400775058e-12,1.2017177899159913e-6,-3.1433499081900355e-9
21.50000000000017,-3.5141657188786144e-12,-5.804467438863063e-5,8.447067669986561e-5,1.3792347285705583e-12,1.2104345862370275e-6,-3.1334713691225525e-9
21.55000000000017,-3.5005155147973685e-12,-5.7819153563213784e-5,8.436303502481305e-5,1.408356315935273e-12,1.2190397214730074e-6,-3.123647519868945e-9
21.600000000000172,-3.4869309366972827e-12,-5.759450905384109e-5,8.425568268517963e-5,1.4371648089581411e-12,1.2275366845510567e-6,-3.1138783007167783e-9
